Deal;Date;Metric;Value;Threshold;Relationship;Status
FIDC Vixtra;30/06/2025;Top 3 Debtor;0.0788;;;
FIDC Vixtra;30/04/2024;Top 5 Debtor;0.2463;;;
FIDC Vixtra;31/05/2024;Top 5 Debtor;0.2509;;;
FIDC Vixtra;30/06/2024;Top 5 Debtor;0.2464;;;
FIDC Vixtra;31/07/2024;Top 5 Debtor;0.2003;;;
FIDC Vixtra;31/08/2024;Top 5 Debtor;0.2178;;;
FIDC Vixtra;30/09/2024;Top 5 Debtor;0.2241;;;
FIDC Vixtra;31/10/2024;Top 5 Debtor;0.1866;;;
FIDC Vixtra;30/11/2024;Top 5 Debtor;0.1812;;;
FIDC Vixtra;31/12/2024;Top 5 Debtor;0.1464;;;
FIDC Vixtra;31/01/2025;Top 5 Debtor;0.1519;;;
FIDC Vixtra;28/02/2025;Top 5 Debtor;0.1409;;;
FIDC Vixtra;31/03/2025;Top 5 Debtor;0.1639;;;
FIDC Vixtra;30/04/2025;Top 5 Debtor;0.1589;;;
FIDC Vixtra;31/05/2025;Top 5 Debtor;0.1299;;;
FIDC Vixtra;30/06/2025;Top 5 Debtor;0.13;;;
FIDC Vixtra;30/04/2024;Top 10 Debtor;0.4076;;;
FIDC Vixtra;31/05/2024;Top 10 Debtor;0.4224;;;
FIDC Vixtra;30/06/2024;Top 10 Debtor;0.4232;;;
FIDC Vixtra;31/07/2024;Top 10 Debtor;0.3416;;;
FIDC Vixtra;31/08/2024;Top 10 Debtor;0.4267;;;
FIDC Vixtra;30/09/2024;Top 10 Debtor;0.4088;;;
FIDC Vixtra;31/10/2024;Top 10 Debtor;0.3647;;;
FIDC Vixtra;30/11/2024;Top 10 Debtor;0.3568;;;
FIDC Vixtra;31/12/2024;Top 10 Debtor;0.2909;;;
FIDC Vixtra;31/01/2025;Top 10 Debtor;0.2915;;;
FIDC Vixtra;28/02/2025;Top 10 Debtor;0.2783;;;
FIDC Vixtra;31/03/2025;Top 10 Debtor;0.3228;;;
FIDC Vixtra;30/04/2025;Top 10 Debtor;0.3111;;;
FIDC Vixtra;31/05/2025;Top 10 Debtor;0.254;;;
FIDC Vixtra;30/06/2025;Top 10 Debtor;0.2559;;;
FIDC Vixtra;30/04/2024;Top 20 Debtor;0.5652;;;
FIDC Vixtra;31/05/2024;Top 20 Debtor;0.6345;;;
FIDC Vixtra;30/06/2024;Top 20 Debtor;0.6675;;;
FIDC Vixtra;31/07/2024;Top 20 Debtor;0.5544;;;
FIDC Vixtra;31/08/2024;Top 20 Debtor;0.655;;;
FIDC Vixtra;30/09/2024;Top 20 Debtor;0.6543;;;
FIDC Vixtra;31/10/2024;Top 20 Debtor;0.5901;;;
FIDC Vixtra;30/11/2024;Top 20 Debtor;0.6308;;;
FIDC Vixtra;31/12/2024;Top 20 Debtor;0.5393;;;
FIDC Vixtra;31/01/2025;Top 20 Debtor;0.52;;;
FIDC Vixtra;28/02/2025;Top 20 Debtor;0.4944;;;
FIDC Vixtra;31/03/2025;Top 20 Debtor;0.5286;;;
FIDC Vixtra;30/04/2025;Top 20 Debtor;0.5213;;;
FIDC Vixtra;31/05/2025;Top 20 Debtor;0.4338;;;
FIDC Vixtra;30/06/2025;Top 20 Debtor;0.4478;;;
FIDC Turbi;30/04/2025;Coverage Ratio;1.1;0.9;>=;OK
FIDC Turbi;31/05/2025;Coverage Ratio;1.2;0.9;>=;OK
FIDC Turbi;30/06/2025;# of cars pledged to the FIDC;4235;;;
FIDC Turbi;30/06/2025;Fleet Vlaue pledged to the FIDC (BRL mn);556711686.6;;;
FIDC Turbi;30/06/2025;Flow of Receivables + Fleet Value ;579798913.8;;;
FIDC Principia BNPL;30/06/2025;FPD35;0.0864;0.12;<=;OK
FIDC Principia BNPL;30/06/2025;SPD30;0.1398;0.19;<=;OK
FIDC Principia BNPL;30/04/2025;Weighted Average Loss 30d;0.1086;0.21;<=;OK
FIDC Principia BNPL;31/05/2025;Weighted Average Loss 30d;0.1745;0.21;<=;OK
FIDC Alume;31/05/2025;Personal Loan Concentration;0.537;0.55;<=;OK
FIDC Alume;30/06/2025;Personal Loan Concentration;0.527;0.55;<=;OK
FIDC Alume;31/05/2025;Renegotiation Index;0.005;0.15;<=;OK
FIDC Alume;30/06/2025;Renegotiation Index;0;0.15;<=;OK
FIDC Alume;31/05/2025;Coverage Ratio;1.1;1;>=;OK
FIDC Alume;30/06/2025;Coverage Ratio;1.1;1;>=;OK
FIDC Koin;45869;Repurchase Index;0.012;0.15;>=;FLAG
FIDC Koin;45869;Under 30 Index;0.0042;0.12;>=;FLAG
FIDC Koin;45869;Over 30 Index;0.02;0.12;>=;FLAG
FIDC Koin;45869;Over 60 Index;0.0601;0.15;>=;FLAG
FIDC Koin;45869;Over 90 Index;0.0478;0.175;>=;FLAG
